id,category,subcategory,question,answer_type,options,tags,target_field,persona_id,persona_name,temperature,generation_round,split_type,shared_group_id,expert_role,model_answer,model_reasoning,model_score_1_to_5,predicted_fields,field_scores_json,confidence,target_confirmed,model_name,prompt_version,run_id,timestamp_utc,is_synthetic,error
393,Personality,Analytical,"Overall, i like problems that require careful reasoning, such as optimizing code for performance. I can relate to this.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Personality,Analytical,likert",Frontend Development,frontend_development_1,Senior Frontend Engineer,0.2,1,shared,frontend_development_shared_5,Senior Frontend Engineer,4,This question relates to Analytical skills and problem-solving.,4,"[""Technical Writing"", ""Backend Development"", ""Full Stack Development""]","{""Frontend Development"": 0.07407407407407407, ""Backend Development"": 0.2222222222222222, ""Full Stack Development"": 0.25925925925925924, ""Mobile Development"": 0.037037037037037035, ""Data Analysis"": 0.037037037037037035, ""Data Science"": 0.037037037037037035, ""Machine Learning"": 0.037037037037037035, ""AI Engineering"": 0.037037037037037035, ""Cyber Security"": 0.037037037037037035, ""DevOps"": 0.037037037037037035, ""QA / Software Testing"": 0.037037037037037035, ""Game Development"": 0.037037037037037035, ""UI / UX Design"": 0.037037037037037035, ""Product Management"": 0.037037037037037035, ""Technical Writing"": 0.0, ""Software Architecture"": 0.037037037037037035}",0.8,False,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T04:32:03Z,1,
868,WorkStyle,RemoteHybrid,"Overall, i would be productive in an environment where you can experiment and fail safely. (at work)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,RemoteHybrid,likert",Frontend Development,frontend_development_1,Senior Frontend Engineer,0.2,1,shared,frontend_development_shared_5,Senior Frontend Engineer,4,This question relates to a flexible working environment which impacts productivity.,4,"[""Frontend Development"", ""Product Management"", ""Technical Writing""]","{""Frontend Development"": 0.32653061224489793, ""Backend Development"": 0.04081632653061224, ""Full Stack Development"": 0.04081632653061224, ""Mobile Development"": 0.02040816326530612, ""Data Analysis"": 0.02040816326530612, ""Data Science"": 0.02040816326530612, ""Machine Learning"": 0.02040816326530612, ""AI Engineering"": 0.02040816326530612, ""Cyber Security"": 0.02040816326530612, ""DevOps"": 0.02040816326530612, ""QA / Software Testing"": 0.02040816326530612, ""Game Development"": 0.02040816326530612, ""UI / UX Design"": 0.02040816326530612, ""Product Management"": 0.24489795918367344, ""Technical Writing"": 0.12244897959183672, ""Software Architecture"": 0.02040816326530612}",0.8,True,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T04:32:06Z,1,
374,Personality,Analytical,"When it matters, i like problems that require careful reasoning, such as reading documentation to figure out an unfamiliar tool. (at work)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Personality,Analytical,likert",Frontend Development,frontend_development_1,Senior Frontend Engineer,0.2,1,shared,frontend_development_shared_5,Senior Frontend Engineer,3,Technical problem-solving and documentation understanding.,3,"[""Frontend Development"", ""Backend Development"", ""Full Stack Development""]","{""Frontend Development"": 0.324074074074074, ""Backend Development"": 0.27777777777777773, ""Full Stack Development"": 0.23148148148148145, ""Mobile Development"": 0.046296296296296294, ""Data Analysis"": 0.023148148148148147, ""Data Science"": 0.013888888888888888, ""Machine Learning"": 0.009259259259259259, ""AI Engineering"": 0.004629629629629629, ""Cyber Security"": 0.004629629629629629, ""DevOps"": 0.004629629629629629, ""QA / Software Testing"": 0.023148148148148147, ""Game Development"": 0.013888888888888888, ""UI / UX Design"": 0.009259259259259259, ""Product Management"": 0.004629629629629629, ""Technical Writing"": 0.004629629629629629, ""Software Architecture"": 0.004629629629629629}",0.85,True,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T04:32:09Z,1,
789,Values,Growth,I prioritize autonomy and ownership when choosing a role. (when I'm tired),Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Values,Growth,likert",Frontend Development,frontend_development_1,Senior Frontend Engineer,0.2,1,shared,frontend_development_shared_5,Senior Frontend Engineer,2,The question relates to personal values rather than technical skills.,2,"[""Product Management"", ""Technical Writing"", ""Frontend Development""]","{""Frontend Development"": 0.0051813471502590676, ""Backend Development"": 0.0051813471502590676, ""Full Stack Development"": 0.0051813471502590676, ""Mobile Development"": 0.0051813471502590676, ""Data Analysis"": 0.0051813471502590676, ""Data Science"": 0.0051813471502590676, ""Machine Learning"": 0.0051813471502590676, ""AI Engineering"": 0.0051813471502590676, ""Cyber Security"": 0.0051813471502590676, ""DevOps"": 0.0051813471502590676, ""QA / Software Testing"": 0.0051813471502590676, ""Game Development"": 0.0051813471502590676, ""UI / UX Design"": 0.0051813471502590676, ""Product Management"": 0.49222797927461137, ""Technical Writing"": 0.44041450777202074, ""Software Architecture"": 0.0}",0.7,True,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T04:32:12Z,1,
540,WorkStyle,Collaboration,"Most of the time, i prefer to work with others on tasks like facilitating a group discussion. (when I'm tired)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",Frontend Development,frontend_development_1,Senior Frontend Engineer,0.2,1,shared,frontend_development_shared_5,Senior Frontend Engineer,3,The question relates to collaboration and working style.,3,"[""Product Management"", ""Technical Writing"", ""Frontend Development""]","{""Frontend Development"": 0.009009009009009009, ""Backend Development"": 0.04504504504504504, ""Full Stack Development"": 0.027027027027027025, ""Mobile Development"": 0.018018018018018018, ""Data Analysis"": 0.009009009009009009, ""Data Science"": 0.009009009009009009, ""Machine Learning"": 0.009009009009009009, ""AI Engineering"": 0.009009009009009009, ""Cyber Security"": 0.009009009009009009, ""DevOps"": 0.009009009009009009, ""QA / Software Testing"": 0.009009009009009009, ""Game Development"": 0.009009009009009009, ""UI / UX Design"": 0.009009009009009009, ""Product Management"": 0.7207207207207207, ""Technical Writing"": 0.09009009009009009, ""Software Architecture"": 0.009009009009009009}",0.75,True,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T04:32:15Z,1,
1421,Interests,RoleTasks,How appealing is it to you to write services as part of a Backend Engineer role?,SingleChoice,Not appealing;Slightly appealing;Neutral;Appealing;Very appealing,"Interests,RoleTasks,Backend Engineer",Frontend Development,frontend_development_1,Senior Frontend Engineer,0.2,1,shared,frontend_development_shared_5,Senior Frontend Engineer,None,This question relates to backend engineering tasks.,,"[""Backend Development"", ""Full Stack Development"", ""Software Architecture""]","{""Frontend Development"": 0.04566210045662101, ""Backend Development"": 0.4109589041095891, ""Full Stack Development"": 0.273972602739726, ""Mobile Development"": 0.022831050228310504, ""Data Analysis"": 0.0136986301369863, ""Data Science"": 0.009132420091324202, ""Machine Learning"": 0.004566210045662101, ""AI Engineering"": 0.004566210045662101, ""Cyber Security"": 0.004566210045662101, ""DevOps"": 0.004566210045662101, ""QA / Software Testing"": 0.004566210045662101, ""Game Development"": 0.004566210045662101, ""UI / UX Design"": 0.004566210045662101, ""Product Management"": 0.004566210045662101, ""Technical Writing"": 0.004566210045662101, ""Software Architecture"": 0.18264840182648404}",0.85,False,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T04:32:18Z,1,
1103,Personality,Traits,I see empathy as one of my strengths.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Personality,Traits,likert",Frontend Development,frontend_development_1,Senior Frontend Engineer,0.2,1,shared,frontend_development_shared_5,Senior Frontend Engineer,Does not apply to my field,"The question is about personal traits, not technical skills.",,"[""Technical Writing"", ""Product Management"", ""Software Architecture""]","{""Frontend Development"": 0.0030959752321981426, ""Backend Development"": 0.006191950464396285, ""Full Stack Development"": 0.009287925696594427, ""Mobile Development"": 0.01238390092879257, ""Data Analysis"": 0.015479876160990714, ""Data Science"": 0.018575851393188854, ""Machine Learning"": 0.021671826625387, ""AI Engineering"": 0.02476780185758514, ""Cyber Security"": 0.02786377708978328, ""DevOps"": 0.030959752321981428, ""QA / Software Testing"": 0.034055727554179564, ""Game Development"": 0.03715170278637771, ""UI / UX Design"": 0.04024767801857585, ""Product Management"": 0.2631578947368421, ""Technical Writing"": 0.24148606811145512, ""Software Architecture"": 0.21362229102167182}",0.95,False,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T04:32:21Z,1,
1581,Interests,TechDomains,Which domain best matches what you want to do day-to-day?,SingleChoice,robotics;cloud infrastructure;QA/testing;UX/UI design;computer vision;e-commerce;DevOps/SRE;game development;Not sure,"Interests,TechDomains,choice",Frontend Development,frontend_development_1,Senior Frontend Engineer,0.2,1,shared,frontend_development_shared_5,Senior Frontend Engineer,None,"The question is about daily work domains, not a specific rating.",,"[""UI / UX Design"", ""QA / Software Testing"", ""DevOps""]","{""Frontend Development"": 0.10256410256410257, ""Backend Development"": 0.07692307692307693, ""Full Stack Development"": 0.05128205128205129, ""Mobile Development"": 0.025641025641025644, ""Data Analysis"": 0.025641025641025644, ""Data Science"": 0.025641025641025644, ""Machine Learning"": 0.025641025641025644, ""AI Engineering"": 0.025641025641025644, ""Cyber Security"": 0.025641025641025644, ""DevOps"": 0.15384615384615385, ""QA / Software Testing"": 0.12820512820512822, ""Game Development"": 0.05128205128205129, ""UI / UX Design"": 0.20512820512820515, ""Product Management"": 0.025641025641025644, ""Technical Writing"": 0.025641025641025644, ""Software Architecture"": 0.025641025641025644}",0.8,False,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T04:32:24Z,1,
462,WorkStyle,Collaboration,I prefer to work with others on tasks like mentoring a junior teammate. This is true for me.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",Frontend Development,frontend_development_1,Senior Frontend Engineer,0.2,1,shared,frontend_development_shared_5,Senior Frontend Engineer,5,This question relates to collaboration and teamwork.,5,"[""Frontend Development"", ""UI / UX Design"", ""Product Management""]","{""Frontend Development"": 0.3137254901960784, ""Backend Development"": 0.0392156862745098, ""Full Stack Development"": 0.0392156862745098, ""Mobile Development"": 0.0196078431372549, ""Data Analysis"": 0.0196078431372549, ""Data Science"": 0.0196078431372549, ""Machine Learning"": 0.0196078431372549, ""AI Engineering"": 0.0196078431372549, ""Cyber Security"": 0.0196078431372549, ""DevOps"": 0.0196078431372549, ""QA / Software Testing"": 0.0196078431372549, ""Game Development"": 0.0196078431372549, ""UI / UX Design"": 0.2352941176470588, ""Product Management"": 0.1568627450980392, ""Technical Writing"": 0.0196078431372549, ""Software Architecture"": 0.0196078431372549}",0.9,True,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T04:32:27Z,1,
619,Habits,Learning,"In general, i regularly learn new tools or concepts outside of formal requirements.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Habits,Learning,likert",Frontend Development,frontend_development_1,Senior Frontend Engineer,0.2,1,shared,frontend_development_shared_5,Senior Frontend Engineer,3,This question relates to continuous learning and professional development.,3,"[""Technical Writing"", ""Frontend Development"", ""UI / UX Design""]","{""Frontend Development"": 0.21052631578947367, ""Backend Development"": 0.05263157894736842, ""Full Stack Development"": 0.10526315789473684, ""Mobile Development"": 0.05263157894736842, ""Data Analysis"": 0.05263157894736842, ""Data Science"": 0.05263157894736842, ""Machine Learning"": 0.05263157894736842, ""AI Engineering"": 0.05263157894736842, ""Cyber Security"": 0.010526315789473684, ""DevOps"": 0.010526315789473684, ""QA / Software Testing"": 0.010526315789473684, ""Game Development"": 0.010526315789473684, ""UI / UX Design"": 0.0, ""Product Management"": 0.010526315789473684, ""Technical Writing"": 0.2631578947368421, ""Software Architecture"": 0.05263157894736842}",0.7,True,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T04:32:29Z,1,
548,WorkStyle,Collaboration,"In general, i prefer to work with others on tasks like mentoring a junior teammate. (when learning)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",Frontend Development,frontend_development_1,Senior Frontend Engineer,0.2,1,shared,frontend_development_shared_5,Senior Frontend Engineer,2,This question relates to collaboration and teamwork.,2,"[""Product Management"", ""Technical Writing"", ""Frontend Development""]","{""Frontend Development"": 0.19736842105263158, ""Backend Development"": 0.06578947368421052, ""Full Stack Development"": 0.06578947368421052, ""Mobile Development"": 0.03289473684210526, ""Data Analysis"": 0.013157894736842105, ""Data Science"": 0.006578947368421052, ""Machine Learning"": 0.006578947368421052, ""AI Engineering"": 0.006578947368421052, ""Cyber Security"": 0.006578947368421052, ""DevOps"": 0.006578947368421052, ""QA / Software Testing"": 0.03289473684210526, ""Game Development"": 0.013157894736842105, ""UI / UX Design"": 0.019736842105263157, ""Product Management"": 0.2631578947368421, ""Technical Writing"": 0.19736842105263158, ""Software Architecture"": 0.06578947368421052}",0.8,True,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T04:32:32Z,1,
1094,Interests,Industry,I feel curious about applying technology in energy. This is true for me.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Interests,Industry,likert",Frontend Development,frontend_development_1,Senior Frontend Engineer,0.2,1,shared,frontend_development_shared_5,Senior Frontend Engineer,1,"This question relates to interests and industry focus, not directly to frontend development.",1,"[""Technical Writing"", ""Data Science"", ""Product Management""]","{""Frontend Development"": 0.0021598272138228943, ""Backend Development"": 0.004319654427645789, ""Full Stack Development"": 0.0064794816414686825, ""Mobile Development"": 0.008639308855291577, ""Data Analysis"": 0.183585313174946, ""Data Science"": 0.16198704103671707, ""Machine Learning"": 0.14038876889848814, ""AI Engineering"": 0.1187904967602592, ""Cyber Security"": 0.03239740820734341, ""DevOps"": 0.021598272138228944, ""QA / Software Testing"": 0.017278617710583154, ""Game Development"": 0.015118790496760261, ""UI / UX Design"": 0.012958963282937365, ""Product Management"": 0.19870410367170627, ""Technical Writing"": 0.0755939524838013, ""Software Architecture"": 0.0}",0.9,False,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T04:32:35Z,1,
1572,Interests,TechDomains,Which domain best matches what you want to do day-to-day?,SingleChoice,data science;web development;machine learning;cloud infrastructure;frontend engineering;edtech;healthtech;NLP;Not sure,"Interests,TechDomains,choice",Frontend Development,frontend_development_1,Senior Frontend Engineer,0.2,1,shared,frontend_development_shared_5,Senior Frontend Engineer,frontend engineering,The question focuses on daily work in web development.,,"[""Frontend Development"", ""Full Stack Development"", ""UI / UX Design""]","{""Frontend Development"": 0.4651162790697675, ""Backend Development"": 0.058139534883720936, ""Full Stack Development"": 0.1744186046511628, ""Mobile Development"": 0.029069767441860468, ""Data Analysis"": 0.029069767441860468, ""Data Science"": 0.029069767441860468, ""Machine Learning"": 0.029069767441860468, ""AI Engineering"": 0.029069767441860468, ""Cyber Security"": 0.005813953488372093, ""DevOps"": 0.005813953488372093, ""QA / Software Testing"": 0.005813953488372093, ""Game Development"": 0.005813953488372093, ""UI / UX Design"": 0.11627906976744187, ""Product Management"": 0.005813953488372093, ""Technical Writing"": 0.005813953488372093, ""Software Architecture"": 0.005813953488372093}",0.9,True,qwen2.5:7b-instruct,v4.1.0,run_20260705T043128Z_5e57ae2e,2026-07-05T04:32:38Z,1,
