id,category,subcategory,question,answer_type,options,tags,quality_score,severity,flagged,reasons,word_count,char_count
437,WorkStyle,Collaboration,I prefer to work with others on tasks like mentoring a junior teammate. This describes me well.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,17,95
445,WorkStyle,Collaboration,"Typically, i prefer to work with others on tasks like facilitating a group discussion. I can relate to this.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,19,108
448,WorkStyle,Collaboration,"Typically, i prefer to work with others on tasks like helping teammates unblock themselves. (when things are ambiguous) This describes me well.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,22,143
451,WorkStyle,Collaboration,I prefer to work with others on tasks like presenting a solution in front of a group. I can relate to this.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,22,107
462,WorkStyle,Collaboration,I prefer to work with others on tasks like mentoring a junior teammate. This is true for me.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,18,92
466,WorkStyle,Collaboration,I prefer to work with others on tasks like interviewing users to understand their needs. I can relate to this.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,20,110
468,WorkStyle,Collaboration,"Most of the time, i prefer to work with others on tasks like interviewing users to understand their needs. This is true for me.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,24,127
481,WorkStyle,Collaboration,"When it matters, i prefer to work with others on tasks like facilitating a group discussion. (at work) I can relate to this.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,23,124
485,WorkStyle,Collaboration,I prefer to work with others on tasks like helping teammates unblock themselves. This describes me well.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,17,104
487,WorkStyle,Collaboration,"Most of the time, i prefer to work with others on tasks like facilitating a group discussion. This describes me well.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,21,117
489,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like interviewing users to understand their needs. (in a team)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Scenario may exclude beginners without relevant context,19,109
495,WorkStyle,Collaboration,I prefer to work with others on tasks like resolving conflicts respectfully. This is true for me.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,17,97
497,WorkStyle,Collaboration,I prefer to work with others on tasks like mentoring a junior teammate. I can relate to this.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,18,93
500,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like facilitating a group discussion. This is true for me.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,19,105
501,WorkStyle,Collaboration,"In general, i prefer to work with others on tasks like mentoring a junior teammate. (when things are ambiguous) This describes me well.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,23,135
502,WorkStyle,Collaboration,"Most of the time, i prefer to work with others on tasks like resolving conflicts respectfully. (in a team)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Scenario may exclude beginners without relevant context,19,106
504,WorkStyle,Collaboration,I prefer to work with others on tasks like facilitating a group discussion. I can relate to this.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,18,97
511,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like facilitating a group discussion. This describes me well.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,18,108
527,WorkStyle,Collaboration,"Most of the time, i prefer to work with others on tasks like helping teammates unblock themselves. I can relate to this.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,22,120
529,WorkStyle,Collaboration,"Most of the time, i prefer to work with others on tasks like resolving conflicts respectfully. I can relate to this.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,21,116
531,WorkStyle,Collaboration,I prefer to work with others on tasks like interviewing users to understand their needs. This is true for me.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,20,109
543,WorkStyle,Collaboration,I prefer to work with others on tasks like presenting a solution in front of a group. (at work) This is true for me.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,24,116
546,WorkStyle,Collaboration,"Typically, i prefer to work with others on tasks like interviewing users to understand their needs. This describes me well.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,20,123
547,WorkStyle,Collaboration,I prefer to work with others on tasks like resolving conflicts respectfully. I can relate to this.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,17,98
549,WorkStyle,Collaboration,"In general, i prefer to work with others on tasks like presenting a solution in front of a group. This describes me well.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,23,121
551,WorkStyle,Collaboration,I prefer to work with others on tasks like presenting a solution in front of a group. This is true for me.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,22,106
552,WorkStyle,Collaboration,"Typically, i prefer to work with others on tasks like helping teammates unblock themselves. (under time pressure) I can relate to this.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,22,135
556,WorkStyle,Collaboration,I prefer to work with others on tasks like interviewing users to understand their needs. (under time pressure) This is true for me.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",62,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Template variant likely near-duplicate,23,131
272,Personality,Analytical,"I like problems that require careful reasoning, such as reading documentation to figure out an unfamiliar tool. (under time pressure) I can relate to this.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Personality,Analytical,likert",66,high,1,Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Too long for quick comprehension (25 words) | Template variant likely near-duplicate,25,155
273,Personality,Analytical,"Most of the time, i like problems that require careful reasoning, such as reasoning about edge cases and failure modes. (under time pressure) I can relate to this.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Personality,Analytical,likert",66,high,1,Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Too long for quick comprehension (28 words) | Template variant likely near-duplicate,28,163
303,Personality,Analytical,"Most of the time, i like problems that require careful reasoning, such as breaking a big problem into smaller tasks. This is true for me.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Personality,Analytical,likert",66,high,1,Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Too long for quick comprehension (25 words) | Template variant likely near-duplicate,25,137
328,Personality,Analytical,"Overall, i like problems that require careful reasoning, such as breaking a big problem into smaller tasks. (when I'm tired) I can relate to this.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Personality,Analytical,likert",66,high,1,Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Too long for quick comprehension (26 words) | Template variant likely near-duplicate,26,146
354,Personality,Analytical,"When it matters, i like problems that require careful reasoning, such as debugging a tricky bug that has multiple causes. (when I'm tired) I can relate to this.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Personality,Analytical,likert",66,high,1,Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Too long for quick comprehension (29 words) | Template variant likely near-duplicate,29,160
365,Personality,Analytical,"Most of the time, i like problems that require careful reasoning, such as optimizing code for performance. (when I'm tired) This is true for me.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Personality,Analytical,likert",66,high,1,Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Too long for quick comprehension (26 words) | Template variant likely near-duplicate,26,144
368,Personality,Analytical,"I like problems that require careful reasoning, such as debugging a tricky bug that has multiple causes. (when things are ambiguous) This is true for me.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Personality,Analytical,likert",66,high,1,Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Too long for quick comprehension (26 words) | Template variant likely near-duplicate,26,153
379,Personality,Analytical,"When it matters, i like problems that require careful reasoning, such as debugging a tricky bug that has multiple causes. (at work) This is true for me.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Personality,Analytical,likert",66,high,1,Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Too long for quick comprehension (27 words) | Template variant likely near-duplicate,27,152
474,WorkStyle,Collaboration,"Most of the time, i prefer to work with others on tasks like explaining technical topics to non-technical people. I can relate to this.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",66,high,1,Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Too long for quick comprehension (25 words) | Template variant likely near-duplicate,25,135
484,WorkStyle,Collaboration,"Overall, i prefer to work with others on tasks like explaining technical topics to non-technical people. (when I'm tired) This describes me well.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,Collaboration,likert",66,high,1,Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Too long for quick comprehension (25 words) | Template variant likely near-duplicate,25,145
593,Habits,DetailOrientation,"Most of the time, i pay attention to details and often check my work for mistakes. (when I'm tired) I can relate to this.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Habits,DetailOrientation,likert",66,high,1,Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Too long for quick comprehension (25 words) | Template variant likely near-duplicate,25,121
905,WorkStyle,RemoteHybrid,"Most of the time, i would be productive in an environment where you can experiment and fail safely. (under time pressure) I can relate to this.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"WorkStyle,RemoteHybrid,likert",66,high,1,Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity | Too long for quick comprehension (26 words) | Template variant likely near-duplicate,26,143
1371,Interests,RoleTasks,Define kpis sounds like a satisfying part of my day.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Interests,RoleTasks,Data Analyst",66,high,1,Contains jargon/acronym not explained: kpi | Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis,10,52
1483,Interests,RoleTasks,Create wireframes sounds like a satisfying part of my day.,Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Interests,RoleTasks,UX Designer",66,high,1,Contains jargon/acronym not explained: wireframe | Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis,10,58
19,Personality,Creativity,"Typically, i enjoy turning complex concepts into simple analogies. (at work)",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Personality,Creativity,likert",68,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity,11,76
87,Personality,Creativity,"Overall, i enjoy inventing a new way to visualize information.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Personality,Creativity,likert",68,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity,10,62
94,Personality,Creativity,"Most of the time, i enjoy inventing a new way to visualize information.",Likert5,1=Strongly disagree;2=Disagree;3=Neutral;4=Agree;5=Strongly agree,"Personality,Creativity,likert",68,high,1,Low field discriminativeness: no clear field signal words | Weak construct alignment with category/subcategory/tags axis | Contains hedging boilerplate that can reduce clarity,13,71
